"Name","SI","Handles","VM","WS","PM","NPM","Path","CommandLine","Parent","Company","CPU","FileVersion","ProductVersion","Description","Product","__NounName","SafeHandle","Handle","BasePriority","ExitCode","HasExited","StartTime","ExitTime","Id","MachineName","MaxWorkingSet","MinWorkingSet","Modules","NonpagedSystemMemorySize64","NonpagedSystemMemorySize","PagedMemorySize64","PagedMemorySize","PagedSystemMemorySize64","PagedSystemMemorySize","PeakPagedMemorySize64","PeakPagedMemorySize","PeakWorkingSet64","PeakWorkingSet","PeakVirtualMemorySize64","PeakVirtualMemorySize","PriorityBoostEnabled","PriorityClass","PrivateMemorySize64","PrivateMemorySize","ProcessorAffinity","SessionId","StartInfo","Threads","HandleCount","VirtualMemorySize64","VirtualMemorySize","EnableRaisingEvents","StandardInput","StandardOutput","StandardError","WorkingSet64","WorkingSet","SynchronizingObject","MainModule","PrivilegedProcessorTime","TotalProcessorTime","UserProcessorTime","ProcessName","MainWindowHandle","MainWindowTitle","Responding","Site","Container"
"svchost","1","212","2203437240320","15814656","2924544","10736","C:\WINDOWS\system32\svchost.exe","C:\WINDOWS\system32\svchost.exe -k DevicesFlow -s DevicesFlowUserSvc","System.Diagnostics.Process (services)","Microsoft Corporation","0.75","10.0.19041.3691 (WinBuild.160101.0800)","10.0.19041.3691","Host Process for Windows Services","Microsoft® Windows® Operating System","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","5872","8",,"False","12/02/2024 10:09:06",,"7656",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","10736","10736","2924544","2924544","168568","168568","3702784","3702784","18939904","18939904","2203459043328","140820480","True","Normal","2924544","2924544","255","1",,"System.Diagnostics.ProcessThreadCollection","212","2203437240320","119017472","False",,,,"15814656","15814656",,"System.Diagnostics.ProcessModule (svchost.exe)","00:00:00.3750000","00:00:00.7500000","00:00:00.3750000","svchost","0","","True",,
"svchost","0","392","2203450744832","23248896","5787648","21168","C:\WINDOWS\system32\svchost.exe","C:\WINDOWS\system32\svchost.exe -k netsvcs -p -s UsoSvc","System.Diagnostics.Process (services)","Microsoft Corporation","0.875","10.0.19041.3691 (WinBuild.160101.0800)","10.0.19041.3691","Host Process for Windows Services","Microsoft® Windows® Operating System","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","5924","8",,"False","12/02/2024 09:42:59",,"8280",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","21168","21168","5787648","5787648","196248","196248","7921664","7921664","25534464","25534464","2203465891840","147668992","True","Normal","5787648","5787648","255","0",,"System.Diagnostics.ProcessThreadCollection","392","2203450744832","132521984","False",,,,"23248896","23248896",,"System.Diagnostics.ProcessModule (svchost.exe)","00:00:00.5156250","00:00:00.8750000","00:00:00.3593750","svchost","0","","True",,
"svchost","1","472","2203467436032","28291072","11444224","19936","C:\WINDOWS\system32\svchost.exe","C:\WINDOWS\system32\svchost.exe -k UnistackSvcGroup -s CDPUserSvc","System.Diagnostics.Process (services)","Microsoft Corporation","43.71875","10.0.19041.3691 (WinBuild.160101.0800)","10.0.19041.3691","Host Process for Windows Services","Microsoft® Windows® Operating System","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","5960","8",,"False","12/02/2024 09:42:57",,"8344",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","19936","19936","11444224","11444224","208240","208240","11923456","11923456","35500032","35500032","2203480367104","162144256","True","Normal","11444224","11444224","255","1",,"System.Diagnostics.ProcessThreadCollection","472","2203467436032","149213184","False",,,,"28291072","28291072",,"System.Diagnostics.ProcessModule (svchost.exe)","00:00:22.6875000","00:00:43.7187500","00:00:21.0312500","svchost","0","","True",,
"svchost","1","165","2203413286912","8667136","2027520","9664","C:\WINDOWS\system32\svchost.exe","C:\WINDOWS\system32\svchost.exe -k BthAppGroup -p -s BluetoothUserService","System.Diagnostics.Process (services)","Microsoft Corporation","1.9375","10.0.19041.3691 (WinBuild.160101.0800)","10.0.19041.3691","Host Process for Windows Services","Microsoft® Windows® Operating System","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","5996","8",,"False","12/02/2024 09:42:57",,"8348",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","9664","9664","2027520","2027520","112312","112312","2256896","2256896","9179136","9179136","2203418537984","100315136","True","Normal","2027520","2027520","255","1",,"System.Diagnostics.ProcessThreadCollection","165","2203413286912","95064064","False",,,,"8667136","8667136",,"System.Diagnostics.ProcessModule (svchost.exe)","00:00:01.6250000","00:00:01.9375000","00:00:00.3125000","svchost","0","","True",,
"svchost","0","905","2203432710144","11030528","5644288","12720","C:\WINDOWS\system32\svchost.exe","C:\WINDOWS\system32\svchost.exe -k LocalSystemNetworkRestricted -p -s PcaSvc","System.Diagnostics.Process (services)","Microsoft Corporation","14.171875","10.0.19041.3691 (WinBuild.160101.0800)","10.0.19041.3691","Host Process for Windows Services","Microsoft® Windows® Operating System","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","5868","8",,"False","12/02/2024 09:42:57",,"8360",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","12720","12720","5644288","5644288","115448","115448","9388032","9388032","16334848","16334848","2203768193024","449970176","True","Normal","5644288","5644288","255","0",,"System.Diagnostics.ProcessThreadCollection","905","2203432710144","114487296","False",,,,"11030528","11030528",,"System.Diagnostics.ProcessModule (svchost.exe)","00:00:11.7968750","00:00:14.1718750","00:00:02.3750000","svchost","0","","True",,
"svchost","0","176","2203399565312","10035200","2375680","11424","C:\WINDOWS\system32\svchost.exe","C:\WINDOWS\system32\svchost.exe -k LocalServiceNetworkRestricted -p -s NgcCtnrSvc","System.Diagnostics.Process (services)","Microsoft Corporation","2.390625","10.0.19041.3691 (WinBuild.160101.0800)","10.0.19041.3691","Host Process for Windows Services","Microsoft® Windows® Operating System","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","4000","8",,"False","12/02/2024 09:42:57",,"8488",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","11424","11424","2375680","2375680","88904","88904","2736128","2736128","11214848","11214848","2203403235328","85012480","True","Normal","2375680","2375680","255","0",,"System.Diagnostics.ProcessThreadCollection","176","2203399565312","81342464","False",,,,"10035200","10035200",,"System.Diagnostics.ProcessModule (svchost.exe)","00:00:00.9531250","00:00:02.3906250","00:00:01.4375000","svchost","0","","True",,
"svchost","1","523","2203527700480","37744640","9326592","24576","C:\WINDOWS\system32\svchost.exe","C:\WINDOWS\system32\svchost.exe -k UnistackSvcGroup -s WpnUserService","System.Diagnostics.Process (services)","Microsoft Corporation","5.40625","10.0.19041.3691 (WinBuild.160101.0800)","10.0.19041.3691","Host Process for Windows Services","Microsoft® Windows® Operating System","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","6076","8",,"False","12/02/2024 09:42:57",,"8496",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","24576","24576","9326592","9326592","349944","349944","10665984","10665984","39792640","39792640","2203548692480","230469632","True","Normal","9326592","9326592","255","1",,"System.Diagnostics.ProcessThreadCollection","523","2203527700480","209477632","False",,,,"37744640","37744640",,"System.Diagnostics.ProcessModule (svchost.exe)","00:00:01.3281250","00:00:05.4062500","00:00:04.0781250","svchost","0","","True",,
"svchost","0","289","2203427602432","17346560","5357568","12504","C:\WINDOWS\system32\svchost.exe","C:\WINDOWS\system32\svchost.exe -k netsvcs -p -s TokenBroker","System.Diagnostics.Process (services)","Microsoft Corporation","13.921875","10.0.19041.3691 (WinBuild.160101.0800)","10.0.19041.3691","Host Process for Windows Services","Microsoft® Windows® Operating System","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","6108","8",,"False","12/02/2024 09:42:57",,"8656",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","12504","12504","5357568","5357568","138896","138896","6426624","6426624","23760896","23760896","2203456237568","138014720","True","Normal","5357568","5357568","255","0",,"System.Diagnostics.ProcessThreadCollection","289","2203427602432","109379584","False",,,,"17346560","17346560",,"System.Diagnostics.ProcessModule (svchost.exe)","00:00:04.9531250","00:00:13.9218750","00:00:08.9687500","svchost","0","","True",,
"svchost","0","236","2203400073216","8851456","2498560","11600","C:\WINDOWS\System32\svchost.exe","C:\WINDOWS\System32\svchost.exe -k LocalServiceNetworkRestricted -s RmSvc","System.Diagnostics.Process (services)","Microsoft Corporation","18.796875","10.0.19041.3691 (WinBuild.160101.0800)","10.0.19041.3691","Host Process for Windows Services","Microsoft® Windows® Operating System","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","5380","8",,"False","12/02/2024 09:42:57",,"8988",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","11600","11600","2498560","2498560","78992","78992","2772992","2772992","9580544","9580544","2203403743232","85520384","True","Normal","2498560","2498560","255","0",,"System.Diagnostics.ProcessThreadCollection","236","2203400073216","81850368","False",,,,"8851456","8851456",,"System.Diagnostics.ProcessModule (svchost.exe)","00:00:10.9843750","00:00:18.7968750","00:00:07.8125000","svchost","0","","True",,
"svchost","0","452","2203446849536","20885504","6160384","29424","C:\WINDOWS\system32\svchost.exe","C:\WINDOWS\system32\svchost.exe -k LocalService -p -s CDPSvc","System.Diagnostics.Process (services)","Microsoft Corporation","21.515625","10.0.19041.3691 (WinBuild.160101.0800)","10.0.19041.3691","Host Process for Windows Services","Microsoft® Windows® Operating System","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","5664","8",,"False","12/02/2024 09:42:58",,"9372",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","29424","29424","6160384","6160384","180872","180872","6782976","6782976","22310912","22310912","2203454197760","135974912","True","Normal","6160384","6160384","255","0",,"System.Diagnostics.ProcessThreadCollection","452","2203446849536","128626688","False",,,,"20885504","20885504",,"System.Diagnostics.ProcessModule (svchost.exe)","00:00:12.2656250","00:00:21.5156250","00:00:09.2500000","svchost","0","","True",,
"svchost","1","355","2203513962496","26652672","5029888","18624","C:\WINDOWS\system32\svchost.exe","C:\WINDOWS\system32\svchost.exe -k ClipboardSvcGroup -p -s cbdhsvc","System.Diagnostics.Process (services)","Microsoft Corporation","7.765625","10.0.19041.3691 (WinBuild.160101.0800)","10.0.19041.3691","Host Process for Windows Services","Microsoft® Windows® Operating System","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","6060","8",,"False","12/02/2024 09:42:58",,"9856",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","18624","18624","5029888","5029888","254776","254776","8925184","8925184","31313920","31313920","2203517304832","199081984","True","Normal","5029888","5029888","255","1",,"System.Diagnostics.ProcessThreadCollection","355","2203513962496","195739648","False",,,,"26652672","26652672",,"System.Diagnostics.ProcessModule (svchost.exe)","00:00:03.2968750","00:00:07.7656250","00:00:04.4687500","svchost","0","","True",,
"svchost","0","438","2203447508992","20090880","9072640","20634",,,,,"150.78125",,,,,"Process",,,"8",,"False","12/02/2024 10:04:40",,"10124",".",,,,"20634","20634","9072640","9072640","137872","137872","13799424","13799424","25890816","25890816","2203467440128","149217280",,,"9072640","9072640",,"0",,"System.Diagnostics.ProcessThreadCollection","438","2203447508992","129286144","False",,,,"20090880","20090880",,,"00:02:08.8437500","00:02:30.7812500","00:00:21.9375000","svchost","0","","True",,
"svchost","0","1162","2203450654720","22716416","13029376","18176","C:\WINDOWS\System32\svchost.exe","C:\WINDOWS\System32\svchost.exe -k netsvcs -p","System.Diagnostics.Process (services)","Microsoft Corporation","3.765625","10.0.19041.3691 (WinBuild.160101.0800)","10.0.19041.3691","Host Process for Windows Services","Microsoft® Windows® Operating System","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","5312","8",,"False","12/02/2024 09:45:51",,"11072",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","18176","18176","13029376","13029376","202256","202256","15433728","15433728","43417600","43417600","2203491389440","173166592","True","Normal","13029376","13029376","255","0",,"System.Diagnostics.ProcessThreadCollection","1162","2203450654720","132431872","False",,,,"22716416","22716416",,"System.Diagnostics.ProcessModule (svchost.exe)","00:00:01.4218750","00:00:03.7656250","00:00:02.3437500","svchost","0","","True",,
"svchost","0","209","2203395690496","7462912","2088960","14488","C:\WINDOWS\system32\svchost.exe","C:\WINDOWS\system32\svchost.exe -k LocalServiceAndNoImpersonation -p -s SSDPSRV","System.Diagnostics.Process (services)","Microsoft Corporation","0.296875","10.0.19041.3691 (WinBuild.160101.0800)","10.0.19041.3691","Host Process for Windows Services","Microsoft® Windows® Operating System","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","5804","8",,"False","12/02/2024 09:43:01",,"11408",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","14488","14488","2088960","2088960","78720","78720","2379776","2379776","8228864","8228864","2203403030528","84807680","True","Normal","2088960","2088960","255","0",,"System.Diagnostics.ProcessThreadCollection","209","2203395690496","77467648","False",,,,"7462912","7462912",,"System.Diagnostics.ProcessModule (svchost.exe)","00:00:00.1718750","00:00:00.2968750","00:00:00.1250000","svchost","0","","True",,
"svchost","0","904","2203433922560","20455424","5349376","20160","C:\WINDOWS\system32\svchost.exe","C:\WINDOWS\system32\svchost.exe -k netsvcs -p -s lfsvc","System.Diagnostics.Process (services)","Microsoft Corporation","4.96875","10.0.19041.3691 (WinBuild.160101.0800)","10.0.19041.3691","Host Process for Windows Services","Microsoft® Windows® Operating System","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","5608","8",,"False","12/02/2024 09:43:03",,"12692",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","20160","20160","5349376","5349376","174032","174032","5951488","5951488","21876736","21876736","2203444408320","126185472","True","Normal","5349376","5349376","255","0",,"System.Diagnostics.ProcessThreadCollection","904","2203433922560","115699712","False",,,,"20455424","20455424",,"System.Diagnostics.ProcessModule (svchost.exe)","00:00:02.6875000","00:00:04.9687500","00:00:02.2812500","svchost","0","","True",,
"svchost","0","130","2203387641856","7262208","1404928","8336","C:\WINDOWS\system32\svchost.exe","C:\WINDOWS\system32\svchost.exe -k LocalServiceNetworkRestricted -p -s WFDSConMgrSvc","System.Diagnostics.Process (services)","Microsoft Corporation","0.03125","10.0.19041.3691 (WinBuild.160101.0800)","10.0.19041.3691","Host Process for Windows Services","Microsoft® Windows® Operating System","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","5696","8",,"False","13/02/2024 10:49:19",,"13208",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","8336","8336","1404928","1404928","64656","64656","1748992","1748992","7827456","7827456","2203391311872","73089024","True","Normal","1404928","1404928","255","0",,"System.Diagnostics.ProcessThreadCollection","130","2203387641856","69419008","False",,,,"7262208","7262208",,"System.Diagnostics.ProcessModule (svchost.exe)","00:00:00.0156250","00:00:00.0312500","00:00:00.0156250","svchost","0","","True",,
"svchost","0","263","2203413217280","14413824","3870720","14248","C:\WINDOWS\System32\svchost.exe","C:\WINDOWS\System32\svchost.exe -k LocalService -p -s LicenseManager","System.Diagnostics.Process (services)","Microsoft Corporation","0.8125","10.0.19041.3691 (WinBuild.160101.0800)","10.0.19041.3691","Host Process for Windows Services","Microsoft® Windows® Operating System","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","5012","8",,"False","12/02/2024 09:49:47",,"13724",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","14248","14248","3870720","3870720","115568","115568","5017600","5017600","23261184","23261184","2203436998656","118775808","True","Normal","3870720","3870720","255","0",,"System.Diagnostics.ProcessThreadCollection","263","2203413217280","94994432","False",,,,"14413824","14413824",,"System.Diagnostics.ProcessModule (svchost.exe)","00:00:00.3593750","00:00:00.8125000","00:00:00.4531250","svchost","0","","True",,
"svchost","0","178","2203421450240","9908224","2351104","10800","C:\WINDOWS\system32\svchost.exe","C:\WINDOWS\system32\svchost.exe -k netsvcs -p -s Appinfo","System.Diagnostics.Process (services)","Microsoft Corporation","0.484375","10.0.19041.3691 (WinBuild.160101.0800)","10.0.19041.3691","Host Process for Windows Services","Microsoft® Windows® Operating System","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","5968","8",,"False","12/02/2024 09:43:12",,"13864",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","10800","10800","2351104","2351104","106432","106432","2985984","2985984","12242944","12242944","2203591294976","273072128","True","Normal","2351104","2351104","255","0",,"System.Diagnostics.ProcessThreadCollection","178","2203421450240","103227392","False",,,,"9908224","9908224",,"System.Diagnostics.ProcessModule (svchost.exe)","00:00:00.2343750","00:00:00.4843750","00:00:00.2500000","svchost","0","","True",,
"svchost","0","200","2203682672640","10309632","6836224","15224","C:\WINDOWS\System32\svchost.exe","C:\WINDOWS\System32\svchost.exe -k LocalSystemNetworkRestricted -p -s DsSvc","System.Diagnostics.Process (services)","Microsoft Corporation","0.34375","10.0.19041.3691 (WinBuild.160101.0800)","10.0.19041.3691","Host Process for Windows Services","Microsoft® Windows® Operating System","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","5668","8",,"False","12/02/2024 11:01:34",,"14512",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","15224","15224","6836224","6836224","94688","94688","7168000","7168000","12148736","12148736","2203689353216","371130368","True","Normal","6836224","6836224","255","0",,"System.Diagnostics.ProcessThreadCollection","200","2203682672640","364449792","False",,,,"10309632","10309632",,"System.Diagnostics.ProcessModule (svchost.exe)","00:00:00.1093750","00:00:00.3437500","00:00:00.2343750","svchost","0","","True",,
"svchost","0","217","2203411136512","12763136","3129344","11824","C:\WINDOWS\System32\svchost.exe","C:\WINDOWS\System32\svchost.exe -k LocalSystemNetworkRestricted -p -s StorSvc","System.Diagnostics.Process (services)","Microsoft Corporation","42.953125","10.0.19041.3691 (WinBuild.160101.0800)","10.0.19041.3691","Host Process for Windows Services","Microsoft® Windows® Operating System","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","5820","8",,"False","12/02/2024 09:44:57",,"15920",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","11824","11824","3129344","3129344","109744","109744","3436544","3436544","13496320","13496320","2203422392320","104169472","True","Normal","3129344","3129344","255","0",,"System.Diagnostics.ProcessThreadCollection","217","2203411136512","92913664","False",,,,"12763136","12763136",,"System.Diagnostics.ProcessModule (svchost.exe)","00:00:29.8437500","00:00:42.9531250","00:00:13.1093750","svchost","0","","True",,
"svchost","0","288","2203388592128","8310784","1777664","8016",,,,,"0.34375",,,,,"Process",,,"8",,"False","12/02/2024 22:04:00",,"16900",".",,,,"8016","8016","1777664","1777664","75184","75184","1998848","1998848","8884224","8884224","2203393396736","75173888",,,"1777664","1777664",,"0",,"System.Diagnostics.ProcessThreadCollection","288","2203388592128","70369280","False",,,,"8310784","8310784",,,"00:00:00.2187500","00:00:00.3437500","00:00:00.1250000","svchost","0","","True",,
"svchost","0","116","2203386486784","7344128","1421312","7744","C:\WINDOWS\System32\svchost.exe","C:\WINDOWS\System32\svchost.exe -k LocalSystemNetworkRestricted -p -s WdiSystemHost","System.Diagnostics.Process (services)","Microsoft Corporation","0.03125","10.0.19041.3691 (WinBuild.160101.0800)","10.0.19041.3691","Host Process for Windows Services","Microsoft® Windows® Operating System","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","5876","8",,"False","13/02/2024 11:38:04",,"16952",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","7744","7744","1421312","1421312","60224","60224","1757184","1757184","7434240","7434240","2203390156800","71933952","True","Normal","1421312","1421312","255","0",,"System.Diagnostics.ProcessThreadCollection","116","2203386486784","68263936","False",,,,"7344128","7344128",,"System.Diagnostics.ProcessModule (svchost.exe)","00:00:00.0312500","00:00:00.0312500","00:00:00","svchost","0","","True",,
"svchost","0","384","2203428753408","18243584","4288512","17224","C:\WINDOWS\system32\svchost.exe","C:\WINDOWS\system32\svchost.exe -k netsvcs -p -s wlidsvc","System.Diagnostics.Process (services)","Microsoft Corporation","0.140625","10.0.19041.3691 (WinBuild.160101.0800)","10.0.19041.3691","Host Process for Windows Services","Microsoft® Windows® Operating System","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","5680","8",,"False","13/02/2024 11:38:04",,"18064",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","17224","17224","4288512","4288512","147752","147752","4964352","4964352","18538496","18538496","2203434610688","116387840","True","Normal","4288512","4288512","255","0",,"System.Diagnostics.ProcessThreadCollection","384","2203428753408","110530560","False",,,,"18243584","18243584",,"System.Diagnostics.ProcessModule (svchost.exe)","00:00:00.1093750","00:00:00.1406250","00:00:00.0312500","svchost","0","","True",,
"svchost","0","175","2203394600960","8470528","1892352","9168","C:\WINDOWS\system32\svchost.exe","C:\WINDOWS\system32\svchost.exe -k netsvcs -p -s gpsvc","System.Diagnostics.Process (services)","Microsoft Corporation","0.03125","10.0.19041.3691 (WinBuild.160101.0800)","10.0.19041.3691","Host Process for Windows Services","Microsoft® Windows® Operating System","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","5524","8",,"False","13/02/2024 11:35:04",,"19704",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","9168","9168","1892352","1892352","72856","72856","2146304","2146304","8523776","8523776","2203398983680","80760832","True","Normal","1892352","1892352","255","0",,"System.Diagnostics.ProcessThreadCollection","175","2203394600960","76378112","False",,,,"8470528","8470528",,"System.Diagnostics.ProcessModule (svchost.exe)","00:00:00.0156250","00:00:00.0312500","00:00:00.0156250","svchost","0","","True",,
"svchost","1","138","2203408302080","8019968","1753088","8016","C:\WINDOWS\system32\svchost.exe","C:\WINDOWS\system32\svchost.exe -k DevicesFlow -s DevicePickerUserSvc","System.Diagnostics.Process (services)","Microsoft Corporation","0.0625","10.0.19041.3691 (WinBuild.160101.0800)","10.0.19041.3691","Host Process for Windows Services","Microsoft® Windows® Operating System","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","5936","8",,"False","13/02/2024 10:49:18",,"20188",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","8016","8016","1753088","1753088","103104","103104","2088960","2088960","8503296","8503296","2203413094400","94871552","True","Normal","1753088","1753088","255","1",,"System.Diagnostics.ProcessThreadCollection","138","2203408302080","90079232","False",,,,"8019968","8019968",,"System.Diagnostics.ProcessModule (svchost.exe)","00:00:00.0468750","00:00:00.0625000","00:00:00.0156250","svchost","0","","True",,
"System","0","5208","9048064","4677632","212992","272",,,,,"953",,,,,"Process",,,"8",,"False","12/02/2024 09:42:40",,"4",".",,,,"272","272","212992","212992","0","0","303104","303104","21282816","21282816","49881088","49881088",,,"212992","212992",,"0",,"System.Diagnostics.ProcessThreadCollection","5208","9048064","9048064","False",,,,"4677632","4677632",,,"00:15:53","00:15:53","00:00:00","System","0","","True",,
"SystemSettings","1","875","2203852791808","2871296","27455488","42640","C:\Windows\ImmersiveControlPanel\SystemSettings.exe","""C:\Windows\ImmersiveControlPanel\SystemSettings.exe"" -ServerName:microsoft.windows.immersivecontrolpanel","System.Diagnostics.Process (svchost)","Microsoft Corporation","0.78125","10.0.19041.3691 (WinBuild.160101.0800)","10.0.19041.3691","Settings","Microsoft® Windows® Operating System","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","5572","8",,"False","12/02/2024 12:28:44",,"9632",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","42640","42640","27455488","27455488","932536","932536","44240896","44240896","102916096","102916096","2203862192128","543969280","True","Normal","27455488","27455488","255","1",,"System.Diagnostics.ProcessThreadCollection","875","2203852791808","534568960","False",,,,"2871296","2871296",,"System.Diagnostics.ProcessModule (SystemSettings.exe)","00:00:00.3125000","00:00:00.7812500","00:00:00.4687500","SystemSettings","460986","Settings","False",,
"TabTip","1","327","2203490484224","16461824","4194304","17256","C:\Program Files\Common Files\microsoft shared\ink\TabTip.exe","/QuitInfo:000000000000027C;0000000000000280;  ","System.Diagnostics.Process (svchost)","Microsoft Corporation","10.453125","10.0.19041.3691 (WinBuild.160101.0800)","10.0.19041.3691","Touch Keyboard and Handwriting Panel","Microsoft® Windows® Operating System","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","5832","13",,"False","12/02/2024 09:43:01",,"11332",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","17256","17256","4194304","4194304","264064","264064","4292608","4292608","17707008","17707008","2203507597312","189374464","True","High","4194304","4194304","255","1",,"System.Diagnostics.ProcessThreadCollection","327","2203490484224","172261376","False",,,,"16461824","16461824",,"System.Diagnostics.ProcessModule (TabTip.exe)","00:00:07.7187500","00:00:10.4531250","00:00:02.7343750","TabTip","0","","True",,
"taskhostw","1","336","2203459727360","15364096","6008832","17240","C:\WINDOWS\system32\taskhostw.exe","taskhostw.exe","System.Diagnostics.Process (svchost)","Microsoft Corporation","1.1875","10.0.19041.1 (WinBuild.160101.0800)","10.0.19041.1","Host Process for Windows Tasks","Microsoft® Windows® Operating System","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","5928","8",,"False","12/02/2024 09:42:57",,"8460",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","17240","17240","6008832","6008832","206240","206240","8339456","8339456","20975616","20975616","2203479023616","160800768","True","Normal","6008832","6008832","255","1",,"System.Diagnostics.ProcessThreadCollection","336","2203459727360","141504512","False",,,,"15364096","15364096",,"System.Diagnostics.ProcessModule (taskhostw.exe)","00:00:00.4843750","00:00:01.1875000","00:00:00.7031250","taskhostw","0","","True",,
"taskhostw","1","304","2203594215424","17674240","8302592","31368","C:\WINDOWS\system32\taskhostw.exe","taskhostw.exe {222A245B-E637-4AE9-A93F-A59CA119A75E}","System.Diagnostics.Process (svchost)","Microsoft Corporation","4.21875","10.0.19041.1 (WinBuild.160101.0800)","10.0.19041.1","Host Process for Windows Tasks","Microsoft® Windows® Operating System","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","4944","8",,"False","12/02/2024 09:42:57",,"8676",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","31368","31368","8302592","8302592","204096","204096","10592256","10592256","21245952","21245952","2203600064512","281841664","True","Normal","8302592","8302592","255","1",,"System.Diagnostics.ProcessThreadCollection","304","2203594215424","275992576","False",,,,"17674240","17674240",,"System.Diagnostics.ProcessModule (taskhostw.exe)","00:00:02.1875000","00:00:04.2187500","00:00:02.0312500","taskhostw","0","","True",,
"taskhostw","1","379","2203485573120","28282880","7049216","21592","C:\WINDOWS\system32\taskhostw.exe","taskhostw.exe","System.Diagnostics.Process (svchost)","Microsoft Corporation","0.15625","10.0.19041.1 (WinBuild.160101.0800)","10.0.19041.1","Host Process for Windows Tasks","Microsoft® Windows® Operating System","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","5952","8",,"False","13/02/2024 11:38:04",,"19484",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","21592","21592","7049216","7049216","260288","260288","7823360","7823360","28831744","28831744","2203491356672","173133824","True","Normal","7049216","7049216","255","1",,"System.Diagnostics.ProcessThreadCollection","379","2203485573120","167350272","False",,,,"28282880","28282880",,"System.Diagnostics.ProcessModule (taskhostw.exe)","00:00:00.1250000","00:00:00.1562500","00:00:00.0312500","taskhostw","0","","True",,
"TbtP2pShortcutService","0","126","2203397472256","5820416","1380352","7264","C:\WINDOWS\TbtP2pShortcutService.exe","C:\WINDOWS\TbtP2pShortcutService.exe","System.Diagnostics.Process (services)","Intel Corporation","0.203125","1.41.1353.0","197459d375f6a10b242e1790d2247eb5e966dad2","Thunderbolt(TM) Shortcut Service","Thunderbolt(TM) Shortcut Service","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","5776","8",,"False","12/02/2024 09:42:52",,"5236",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","7264","7264","1380352","1380352","88072","88072","1474560","1474560","6090752","6090752","2203400617984","82395136","True","Normal","1380352","1380352","255","0",,"System.Diagnostics.ProcessThreadCollection","126","2203397472256","79249408","False",,,,"5820416","5820416",,"System.Diagnostics.ProcessModule (TbtP2pShortcutService.exe)","00:00:00.1406250","00:00:00.2031250","00:00:00.0625000","TbtP2pShortcutService","0","","True",,
